web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1574951489-731","https://www.amazon.com/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","WillC","Not for me.","March 10, 2019","The base is too low for me. I notice if you go out for a walk and the temp is very cold outside. The cable will be stiff. Also, my phone touch screen detect this earbud cable touching the screen.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Betron-B25-Isolating-Headphones-Smartphones/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews&sortBy=helpful"
"1574951487-730","https://www.amazon.com/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Elizabeth Schwartz-Brown","Good fit and sound","February 20, 2019","These fit comfortably (and come with several sizes of ear pieces). The sound quality is very good and better than my last headphones. They seem to cancel out noise well. I am happy with the purchase.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Betron-B25-Isolating-Headphones-Smartphones/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews&sortBy=helpful"
"1574951491-749","https://www.amazon.com/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","tazzer","Amazing sound quality!","July 7, 2019","Love these. They have a rich sound that I don't even get from my expensive ear buds. Will never pay 100's of dollars again.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Betron-B25-Isolating-Headphones-Smartphones/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews&sortBy=helpful"
"1574951460-609","https://www.amazon.com/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Morriganne","Sound good, almost noise canceling","December 6, 2018","For the price, these are solid earbuds that provide more than adequate sound quality. I wouldn't call it 100% noise cancellation, but it gets pretty close. My only ding is really on durability. The right headphone easily pulled out the volume control on the cord (not sure how to describe it). This means I am down to only the left ear headphone which is fine for phone calls but not much more.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Betron-B25-Isolating-Headphones-Smartphones/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews&sortBy=helpful"
"1574951445-539","https://www.amazon.com/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Scarlett Nehls","Stopped working in right ear, among other problems all within the first hour of use.","September 12, 2019","They seemed pretty good in the first little while of use. Good noise cancellation, good sound quality. After about thirty minutes I pressed the pause button on the earbuds for the first time, and they all the sudden just became terrible.
The right side stopped working almost completely, still with a very faint sound that is only heard when the volume is completely up, which deafens you in the other ear. I realized very shortly after that if I just touch the little piece with the buttons on them-not pressing the buttons-it either turns the volume all the way up, all the way down, or pauses what I'm watching/listening to. The left earbud also became a bit glitchy sounding.
This was all within the first hour of recieving the earbuds in the mail, so it's not my fault in the slightest. Dissapointed me, as there are a lot of good reviews, and they seemed pretty good at first.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Betron-B25-Isolating-Headphones-Smartphones/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews&sortBy=helpful"
"1574951430-463","https://www.amazon.com/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Michael","Average overall, lacking sound quality.","November 26, 2018","These earphones are pretty average. They aren't terrible, but they leave something to be desired. They feel nice in my ears, and I like the low profile, and the cable feels high quality. Where they lack is in sound quality, which in my opinion is the most important aspect of an earphone. The mid-range and higher range sound good, in the top of the high range they sound a bit tinny. Where they really lack is in the low end. They are advertised with ""powerful bass"" and this just isn't accurate. The bass is definitely lacking, you need to actively think about listening to low end notes in order to hear them, which is disappointing. If this product didn't feel so sturdy and didn't come with the little felt carrying pouch they would have easily gotten 2 stars, but the little details brought it up to 3.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Betron-B25-Isolating-Headphones-Smartphones/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews&sortBy=helpful"
"1574951485-715","https://www.amazon.com/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Matty","Not noise cancelling, noise ISOLATING","December 26, 2018","I misplaced some noise cancelling buds so I searched and, without reviewing details, bought these. They work well and I like them as ear buds, yet they aren't noise cancelling.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Betron-B25-Isolating-Headphones-Smartphones/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews&sortBy=helpful"
"1574951428-453","https://www.amazon.com/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Sussette Gomez-Balbuena","Betron B25","October 29, 2018","Love it. Excellent quality and the price is great. Thank you","5.0 out of 5 stars","",""
"1574951463-615","https://www.amazon.com/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Amazon Customer","Great Deal!!!","August 31, 2019","This is a good bang for your buck.  I use these headphones for my PS4 and they work flawlessly.  They are very durable and have not had any issues and have had them for about 3 months.  Bass is fairly deep, but not too overpowering.  They get very loud with little distortion or crackling.  They feel like higher quality than the price.  It has the feel of brushed metal, but may be a high quality plastic.  Can't beat these earbuds for the price.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Betron-B25-Isolating-Headphones-Smartphones/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews&sortBy=helpful"
"1574951437-500","https://www.amazon.com/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Craig Olsen","Good quality, but not recommended for working out","June 10, 2019","Let me start with the good:  For the price point, this is a quality set of earbuds.  The materials are good quality, and the sound is great.  I can't really attest to the noise cancellation, but I had no problem hearing my music or television programs over my iPhone.  There was one issue: I would not recommend these earbuds to anyone who intends to use them during a workout.  The volume controls on the cord were extremely sensitive, and as I started running, I found that the earbuds were constantly lowering the volume.  I tried a number of different ways of holding my phone to try to reduce the problem, to no avail.

Eventually, I swapped earbuds with my daughter - and she seems to be enjoying these as well.  Overall, I would recommend the earbuds for casual listeners, but I would not recommend them to anyone wishing to wear them during a highly active workout (like running/jogging).","4.0 out of 5 stars","Next page→","https://www.amazon.com/Betron-B25-Isolating-Headphones-Smartphones/product-reviews/B079GFF4HZ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews&sortBy=helpful"
