web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1574952369-2099","https://www.amazon.com/product-reviews/B003EM8008/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Viktoria Milliardovna","Awesome headphones","July 5, 2017","Never thought I could like 6-dollar headphones but... These ones are incredible. I used to buy 50-dollar Sennheiser for years, and was sure they were the best option on the market. Bought these Panasonics just as a temporary replacement for my old earphones and now use it as primary. Sound is crispy cleat, yet it has decent basses and is pretty good in the middle range. Even more so, when after two months of constant using these Panasonics, I forgot them at home and had to use my previous Sennheiser, I was shocked how superior Panasonics over Sennheisers were. No joke: Sennheiser is miserable in comparison to these headphones. Also, I used to thinking that Sennheiser were perfect for my pretty small ear canals; yet another mistake: these Panasonic earbuds lay in my ear so much better! Very comfy, they fit my ear awesomly so I don't even feel them. Nor do they fall out while moving actively. Also, a wide range of cool colors is a nice supplement to the earphones themselves.

Overall, I highly recommend these earphones. No clue why they are so cheap. They feel and sound like a $70-earphones.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HJE120-K-Ergonomic-Comfort-Fit/product-reviews/B003EM8008/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews&sortBy=helpful"
"1574952348-2000","https://www.amazon.com/product-reviews/B003EM8008/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","M","Don’t waste $$$ adding Square Trade “protection” if your Panasonic earbuds were defective like mine!","March 7, 2019","In the past year I have bought 3 pairs of these earphones on Amazon but I have definitely noticed a decline in quality during that time.  First pair sounded great but I lost them.  Subsequent pairs have been flimsy and falling apart after a few hours of use, so they are obviously knockoffs that third party Chinese sellers are allowed to sell on Amazon—WHY?  I bought Square Trade protection last time as recommended by Amazon.  However Square Trade says they will not honor my claim for manufacture defect since these earphones are supposedly protected by Panasonic with one year warranty.  And like others here, Panasonic customer no-Service was no help.  Square Trade is not worth paying for on small fragile items like this, because you probably won’t have this item for a whole year.  I am not buying or trusting this Panasonic product anymore!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HJE120-K-Ergonomic-Comfort-Fit/product-reviews/B003EM8008/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews&sortBy=helpful"
"1574952343-1975","https://www.amazon.com/product-reviews/B003EM8008/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Elen","Excellent price to quality relationship","October 26, 2016","After breaking another pair of earphones I had to go through the process of choosing and getting a new one. I did not want to spend a lot but at the same time didn't want to have them broken after less then few months.

So I went to amazon and looked what the best seller and amazon's suggestions are. In the beginning I was very skeptical about panasonic earphones, not only because of a low price, but also because I never owned a pair of this brand. I whatsoever decided to order these to try them out.

I am amazed by the quality after having used them for half a year, they did not go bad at all. The sound quality is just fine, none of the strings broke, earbuds are soft and did not get lost or disconnected and it fits great with all of my devices. The only disadvantages are that since the strings are thin, they often get messy and that this set does not have a microphone. However, having that said, it is still an incredible quality price relationship.

I am fully satisfied with my choice and strongly recommend these for people with small budget for earphones.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HJE120-K-Ergonomic-Comfort-Fit/product-reviews/B003EM8008/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews&sortBy=helpful"
"1574952361-2053","https://www.amazon.com/product-reviews/B003EM8008/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","M. Stearns","Great Fit, Great Sound, Just Wow!","November 2, 2018","When you look at a product and see over 47,000 reviews and 4.3 stars it does get your attention. So I figured, why not; wow! I can't just have regular earphones, they never fit, always fall out, and of course the sound quality is just not there. I saw these and figured ""for the price I can't go wrong if they don't work as well"".
When I tried them on, the first thing I noticed was the ErgoFit design. I have never tried this type of earphone previously and I wasn't disappointed! Secondly, the sound quality was unbelievable! For the price you would expect the sound to be average, but these are crisp and clear and you can hear everything! I listen to Pandora at work and have started my Christmas music a bit earlier this year. I'm enjoying great stereo quality with great bass and treble with very inexpensive earphones. I keep these plugged into my work computer. I can't say anything about durability as I just purchased them. They also block out the sounds around me as I work in an office. I will be buying several of these for Stocking stuffers!
If you're not sure about these because of the price, just buy them, you won't be disappointed!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HJE120-K-Ergonomic-Comfort-Fit/product-reviews/B003EM8008/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews&sortBy=helpful"
"1574952382-2159","https://www.amazon.com/product-reviews/B003EM8008/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","theshypurplenut","Good for smaller ear canals","January 23, 2018","I'm someone who has always avoided in-ear headphones because they would never fit my tiny ear holes. Got these on the recommendation of some random list of earphones good for people with smaller ears. These actually fit comfortably and the sound is on par with what I normally get from earphones (aka $30 Apple earbuds). Can't say anything about durability since it's my first day of use, but so far so good.

Edit: It has not been half a year since I first bought these and I've been using them constantly since I first got them. So far they're showing no signs of giving out, which is more than I can say for any pair of Apple buds I've had. Love these!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HJE120-K-Ergonomic-Comfort-Fit/product-reviews/B003EM8008/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews&sortBy=helpful"
"1574952337-1948","https://www.amazon.com/product-reviews/B003EM8008/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Ella's Mom","Gone through 2 pairs in 3 months - In Middle Schooler vs Earbud - Middle Schooler wins....","February 5, 2018","I keep reading how these have held up well and are good for 'kids' - but we've gone through three pairs - two in the past 3 months alone, so they clearly do not hold up for us.  My daughter uses these in school for Spanish Labs, and mostly at home to listen to music and video.  At home they are left 'around' and in school they are placed within her padded chromebook case, so not the most abused ear buds.  I'm getting a little tired of ordering new ones, so despite the advice in other reviews to 'buy in bulk' - I may just buy another brand and see if they last longer.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HJE120-K-Ergonomic-Comfort-Fit/product-reviews/B003EM8008/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews&sortBy=helpful"
"1574952352-2011","https://www.amazon.com/product-reviews/B003EM8008/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Amazon Customer","Disappointing...","August 16, 2019","Bought a pair a few months back and was pleasantly surprised by the richness of sound. Especially for the price, because it was very difficult to believe that such a product could come with such a reasonable price tag...
Fast forward to today... unfortunately the older pair is finally starting to show age and feels like it'll finally he giving up tyebghost soon... So I decided to buy a new pair...

the new pair came with a mic attached to the left ear peace instead of the right one (sure, no problem)... The sound was nowhere near as rich as the old pair. I thought it was just a defective pair so I ordered a second one to be sure. Nope. Still crap. VERY DISAPPOINTED.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HJE120-K-Ergonomic-Comfort-Fit/product-reviews/B003EM8008/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews&sortBy=helpful"
"1574952339-1954","https://www.amazon.com/product-reviews/B003EM8008/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","N.B.","Great sound, noise isolation!, fit, size, price","January 11, 2018","These are the best of the best in ear headphones for the price. And here is why:
1. I have about 15 different headphones, some of them are very high end, and only reason I bought these was its size. I sleep on my side and play something until I fall a sleep or listen an audio book. When you turn to side to fall a sleep with earbuds in your ears, you need really small ones that doesn't protrude outside contours of ears. Otherwise pillow presses to earbuds into your ear canal and it hurts. So these earbuds are so small and excellty fit, you can turn to side and fall a sleep when they are in your ears.
2. They sound fantastic when compared to peers like Sony or Apple or many other unknown Chinese brands. Music is crystal clear, and detailed, great bass, incredible sound staging. For this price it is a steal. After listening this, you wouldn't put crappy apple earbuds again. As you can guess I use an iPhone as a source.
3. I would never expect noise isolation from these buds. But anatomically it seals to ear canal very well. Key is silicon seals attached to an oval opening instead of a circular one like many other earbuds. So it fits better. When you listen music with these earbuds, it seals surrounding noise so well, you can't hear a ringing office phone in front of you. I compare this the benchmark active noise canceling Bose QuiteComfort 35 Bluetooth headphones, and I own one. These little earbuds seals background noise nearly as good as Bose. Since they are very tiny and you can fall a sleep when these one in your ears. So this 8$ little earbuds are more convenient than 350$ Bose headphones. By all means Bose sounds better. Size always matters.
4. Price, only 8$ incredible for this kind of sound quality.
5. Durability is unknown, since I have been using only for a month. But they are perfect.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HJE120-K-Ergonomic-Comfort-Fit/product-reviews/B003EM8008/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews&sortBy=helpful"
"1574952393-2208","https://www.amazon.com/product-reviews/B003EM8008/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","F. Wong","it actually sounds good! The music is fun and enjoyable - Updated July 2016","July 2, 2015","Hey, it actually sounds good!  The music is fun and enjoyable.  The instruments sound real.  At times a bit thin.  Highs a bit bright but not thrill.  Not too much bass but if you fit the earbud deep enough in your ears, adequate bass is produced.  The music produced overall is exciting. Most likely you will shake with the beat of the music.  The sound is cheerful not dark like some of the more expensive ear buds.

I don't mind traveling with this little thing so that I don't risk losing the Ultimate Ears that costs 50 times more. (But does not sound 50 times better).

If you like heavy heavy bass.  This is not for you.

------
Update July 2016

I bought a new Audio-Technica ATH-CKR100 two weeks ago when I visited Nagoya.  It won the best product prize in Japan and it is highly recommended by the salesperson at the Big Camera.  I tested the earbud against Sony's XBA-A2 in the store for over an hour. before I bought it.  Unfortunately I did not have the panasonic 120 with me at the time.

When I compared ATH-CKR100 with the Panasonic RP-HJE120-K, I fund the sound of Panasonic  to be of high quality and more comfortable.  There is body to the voice and instruments like the more expensive earbuds.  It sounds smooth, comfortable and musical.  ATH-CKR100 produces better spacing between instruments but the treble is too bright.  It costs almost 40 times the price of Panasonic 120.  This is how good Panasonic 120 is.

Update

Recently I added Chord Mojo to my Fiio 5X.  The sound produced by this earbud is unbelievably unbelievably good.  The bass is deep, punchy and tight.  The voice is full bodied.  The music is really sweet, enjoyable and exciting.  I can't stop listening music through this earbud.  I am adding one more start to my rating.  This is a fantastic earbud!!  Wow!!!

Well done, Panasonic!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HJE120-K-Ergonomic-Comfort-Fit/product-reviews/B003EM8008/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews&sortBy=helpful"
"1574952339-1951","https://www.amazon.com/product-reviews/B003EM8008/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","JaLisa","Great first pair, horrible replacement pair","August 16, 2017","I originally bought a pair of these back in December and they worked wonderfully! Then I lost them and decided to order another pair. This new pair has been absolutely unsatisfactory. They for some reason give my phone the impression that they are mic'd and that they are a wired speaker headset. Whenever I so much as shift, they pause the music or open up google voice, even when I disabled voice commands. It also will randomly switch songs and lower/raise the volume. They will also randomly cut out and start to play the music from the phone speakers. It happens not only when I'm listening to music but generally anytime my headphones are plugged in. I want to get another pair but I'm wary that the same thing will happen.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HJE120-K-Ergonomic-Comfort-Fit/product-reviews/B003EM8008/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews&sortBy=helpful"
