web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1574952188-1615","https://www.amazon.com/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Doug in Madison","Super value, no 10's here but solid high scores for such an inexpensive set of headphones","March 5, 2019","They feel comfortable on my big ole head, Ear cups seal out other noise about 70% ish and are pretty decent of the soft and comfy scale, sound is plenty good and plug in easily with the 3.5mm std. jack. I highly recommend these for listening on the computed for meetings, youtube videos and as and ebook listener. I have had $600 anr aircraft headsets and these ain't those !! but they are fabulous for the $17 I paid. Very happy. i bought off of the reviews averaging 4.0 and it was a good metric. I give them a 5 while considering the price point.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HT161-K-Lightweight-Long-Corded/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews&sortBy=helpful"
"1574952210-1711","https://www.amazon.com/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Cat Lady","Quality is Good. Price is Right.","May 11, 2017","These headphones are pretty much exactly what I needed for listening to music while I work. The price was right, and the quality and sound are good. The cord is a tiny bit shorter than my previous headphones, but then, the old ones only got mono sound when they worked and are now totally broken, so these are a vast improvement. ;)

I would have given these 5 stars except that I find they're just a tiny bit too big and don't quite sit on my head properly. I've never experienced that problem before, so it seems that these might be made a tiny bit larger than standard headphones. It doesn't affect listening ability since the tension holds the ear pieces in place, but it's worth noting. They are adjustable, but I have them positioned as small as they will go. They do get larger as well","4.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HT161-K-Lightweight-Long-Corded/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews&sortBy=helpful"
"1574952245-1876","https://www.amazon.com/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Braunsky","Good travel headphones","April 7, 2015","Sound quality is good, but not as clear as no name headphones of similar price from Target.  My hearing is weak on treble, however, so don't be swayed by this part of my review.  In a noisy environment such as an airplane, however, you need clear treble.  Ear cushions are quite small.  Fits tightly against the ears.  Not sure how comfortable they will be over an hour or two.  Folds up as shown, so will be nice for travel.  If you are bald, as I am, you will need to apply some mole skin or similar padding to the head band.  The hinge where it folds digs into my unprotected noggin.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HT161-K-Lightweight-Long-Corded/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews&sortBy=helpful"
"1574952240-1854","https://www.amazon.com/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Dr. Matt","Pretty good sound - Great price!","February 14, 2013","I must say that these are pretty good for the money. They are NOT as good as the Sennheiser 100's they are replacing, but for a cost that is 10% of those, these are just fine for the gym. They are perfectly acceptable for working out, but a few things I noticed are as folows:
1. Not as loud as Senneheiser - these just barely get loud enough on quiet songs for my iPod Nano
2. Not as comfortable - these are not uncomfortable (everyones head is different - right?), but feel a little harder on the ears and the head band is scratchy when you put around your neck.
3. These are brighter (less warmth and bass response) , but sound is pretty accurate overall and tweaking the EQ helps some.

Overall, these are a great deal for active people who need a cheap set of headphones. I would not give it 4 stars if it was more expensive, but value is part of the equation here. I still have my nice headphones for use at home, but I spent less than $5 on these, so very happy overall!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HT161-K-Lightweight-Long-Corded/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews&sortBy=helpful"
"1574952247-1881","https://www.amazon.com/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","mike","Great buy for the price, don't expect anything amazing.","September 6, 2011","For less than $5, these headphones are very good quality. They're very light and produce clear sounds. However as you can probably guess from the size, they won't go as high a volume without distortion or give you much bass. I bought these because during summer wearing my over-the-ear headphones can get a little stuffy on the computer and I wanted light headphones that feel like I'm not wearing them.

So far these feel great and light enough that I almost feel like I'm not wearing any headphones. Also, they have not caused any discomfort to my ears after 5 hours of constant use. They stay on the ears very well and will not fall off even when I shake my head hard.

I give 4/5 for comfort. I feel the cushion on these headphones should be a little thicker on the edges because the plastic edges can be felt on the ears and is not as comfortable as I'd like it.

Also the sound gets 4/5 because it's easily distorted with high volume, volume doesn't go high enough in some applications, and although the bass is present, it's weak.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HT161-K-Lightweight-Long-Corded/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews&sortBy=helpful"
"1574952201-1678","https://www.amazon.com/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Dani v","Great Headphones, Great Price","June 26, 2017","These headphones were purchased as a replacement for old Sony, over-the-head, over-ear headphones.  I prefer this style of headphone for running, where earbuds often work their way out (via movement, sweat, or both) and become terribly uncomfortable.  Because Sony discontinued their headphones, I have been looking for equivalent, inexpensive headphones for running.
I have previously purchased various other brand headphones to try to find a replacement, but none were comparable. Some had terrible (and quiet) sound, some had uncomfortable bands, some broke, some had poor cords (""straight"" plugs vs 90 degree angle, single cords that swung to one side, long cords that dragged the ground due to length, etc.).

FINALLY, found a great replacement.  These headphones have the best sound of any of the 8+ headphones I've tried in the past...and not just passable sound, but GOOD sound.  Also, they are rugged and good fitting with a solid, but not tight band.  The 90 degree plug-in end is preferred, and the cord is not too long or too short (probably about 40 inches or so).  To top it off, they are very inexpensive.

I highly recommend these for their price!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HT161-K-Lightweight-Long-Corded/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews&sortBy=helpful"
"1574952240-1856","https://www.amazon.com/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","NS","Great headphones to use at work.","April 1, 2016","I use these headphones at my desk at work.
I find them effective for listening to music and radio talk shows.
They are light and very comfortable, so sometimes I forget that I even have them on.
What I find most useful is that I can still hear some of my surrounding environment at appropriate volume levels, so that I can respond if someone is trying to ask me a question.
Also, at such a low price, I don't have to worry if I need to replace them every so often.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HT161-K-Lightweight-Long-Corded/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews&sortBy=helpful"
"1574952195-1641","https://www.amazon.com/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","K. Reese","What A Surprise!!","September 2, 2019","We have a full size, weighted key, Yamaha Digital Piano in the house... our son practices a lot and needs phones at times. I read the reviews and took a chance on these, mainly based on the impedence.  I have 3 sets of AKG  K240's,  2 pairs of $150 Audio Technica ATH M50X, and a$300 pair of ATH M70x in my pro recording studio.  This little set of Panasonic 's do a better job thaa all of them for the piano.  Very accurate, flat even frequency spectrum...top to bottom, muscular low mids where so many phones go soft and scoop out the tone.  I put them on while he played and told him to turn the speakers off...they were off.  They sounded so big and the stereo separation was so ambient I thought the room speakers were still blasting away.... but it was just these headphones.  Pretty amazing.  The comparable priced Sony and Koss name brand phones didn't come close.  I don't see how anyone could beat these for the price. A+++++","5.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HT161-K-Lightweight-Long-Corded/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews&sortBy=helpful"
"1574952210-1720","https://www.amazon.com/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Prince Jacob","Great price, some cheap plastic, but will still last you a long time","May 26, 2015","For the price, I have to admit these headphones are great. Technically, I'd give this 6 stars and then drop a star so that's how it's at 5. :P haha

First off, I'd like to say that I'm not the average user. I'm pretty knowledgeable with tech and I'm also big on keeping devices for a long time. I think it's a rather poor decision to spend more than 10 bucks on headphones or earpieces if they end up getting damaged after a few months. I like to spend less money but also get the most time out of anything I get. I've had earphones for 4 years before. This lasted me 2 years.

They've lasted me a long time but sadly, I can't use them anymore. It's not because the wiring was bad or anything. Unlike most headphones, these hold up very well with the wiring and I never had an issue where my left side stopped working or anything. It's well made wiring and never even worried about it getting damaged.

In fact, the only reason why I can't use them anymore is because the plastic above each earpiece broke. I've tried to fix it with super glue and at one point, only one was broken so I had used a rubber band as a form of a string. (I figured it'd allow to stretch more and plus, I use this mostly in my room and not outside. I did use this a lot for when I traveled on the plane however.) After a while, I was content, but then the other side also broke. At this point, it was just extremely frustrating and disappointing. But, for the fact that I've had these headphones for 2 years, I figured it was fine. Spending less than 15 dollars for something that helped me for 2 years was great.

Definitely worth the price and your time. You'll be glad.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HT161-K-Lightweight-Long-Corded/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews&sortBy=helpful"
"1574952216-1749","https://www.amazon.com/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Bella","Wow.... better sound quality than my $100 headset!","March 25, 2014","Wow, I was looking for a ""normal"" pair of headphones which is actually very hard. I didn't want earbuds as they hurt my ears, I didn't want a microphone, I didn't need noise canceling etc. etc. etc... I just wanted something that I could use with my laptop when I'm listening to music and watching a movie. Long story short these are AMAZING! I have a headset that I use for gaming and believe it or not I think the sound quality is better on these ""cheap"" headphones!

Pros:
-Comfortable! I can't tell you how much earbuds and other headphones hurt my ears. These are actually comfortable!
-Sound quality. OMG! I am listening to music right now with these and I feel like I'm right there at the concert.
-Lightweight. They are so light it doesn't feel like I'm wearing anything on my head.
-Price. You can't get this great quality for this low of a price from anywhere else.

Cons:
-NONE. I don't have any cons personally and have thoroughly enjoyed this product so far.

I give it 5 out of 5 stars because it's an amazing product that was super cheap and does everything that I want.

I recommend these headphones to anyone who's fed up of buying expensive headphones but want good quality. I also recommend this to anyone that has had any neck problems from previous headphones as these are super light and you will forget that they are on your head in you aren't listening to anything. THESE ARE THE HEADPHONES YOU ARE LOOKING FOR!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Panasonic-Headphones-RP-HT161-K-Lightweight-Long-Corded/product-reviews/B075LT8YLR/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews&sortBy=helpful"
