web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1574952092-1528","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","A Satisfied Customer","Great build and sound quality, comfortable, and amazing value.","October 18, 2019","Purchased these for an office environment. Headphones are simplistic and sleek looking, not too eye-catching (in a good way). The sound is comparable to higher-priced headphones I've tried in the past - Punchy bass, clear highs, and a good soundstage. They feel snug but not tight, and are closed-back so they block a lot of external noise out and do not leak sound either. I did not purchase these for the microphone, but it is helpful to have and picks up fairly clear quality sound. Certainly one of the best performance-to-value ratio headphones out there.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews&sortBy=helpful"
"1574952066-1410","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Bethany L.","Good for gaming and movies","July 26, 2019","I like these.  Good value.  Reasonable comfort.  Great sound block.  Good audio.
I couldn't get an expensive pair and read extensive reviews before choosing.  They live up to the reviews.
They aren't $200 headphones but there are a very good deal for what I paid. I am happy with them unlike my last 4 pairs which hurt,  blocked no sound,  had bad audio,  or broke.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews&sortBy=helpful"
"1574952103-1573","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Nicholas Wagner","Really great value for an excellent price!","October 5, 2019","My old headphones had a short in it and when I went to go buy the same pair I discovered the price had gone up by $30!!! I tried these based on the excellent reviews and the price super reasonable so I decided to give them a try.  I have only had them for a few days so I can't say how well they will hold up yet, but the sound quality and volume control is really good.  I'm very pleased with this purchase.  You can't beat it for the price! Hopefully they will last me a good while!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews&sortBy=helpful"
"1574952107-1592","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Amazon Customer","High quality sound, comfortable headphones!","September 26, 2019","I was VERY surprised at the great sound from these very inexpensive  headphones.  I wear headphones in my art class so I can listen to music while I'm painting. My old headphones were falling apart, so I did a search on Amazon, and found these.  They are soooo much better than my old headphones!  My expectations were low because they were so cheap compared to other headphones, but they are wonderful!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews&sortBy=helpful"
"1574952068-1417","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Richard Bishop","not bad","October 17, 2019","The sound quality is pretty good for 14 bucks.Im used to older eighties head phones that cover the entire ear,These sit on top instead of around the ear like my old ones but those were a hundred bucks back in the day.I bought these more for curiosity because of the price.not bad but I think Ill still look for a little higher quality sounding pair.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews&sortBy=helpful"
"1574952083-1488","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Roberto Wittmann Jiménez","Good sound quality at a very affordable cost","October 12, 2019","Overall, my recent purchase of the Vogek Lightweight Portable Fold-Flat Stereo Bass Headphones has proven to be a satisfying one. Although there are many more brands offering state-of-the-art products in this same niche, this Vogek ones are well-made, sound quality is very good and tend to isolate a great deal of external noise. In terms of delivery, their distributor did a fine job --the product was shipped and delivered even before expected date.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews&sortBy=helpful"
"1574952105-1581","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Tavian","Great Product For the price","September 20, 2019","For the price these headsets are great. I bought two of them for podcast and commentary purposes. I like the 5ft cord and the fact that it folds up back into its box. They are very convenient. The only downside is that my head is large and prolonged use requires adjustments from time to time because they start to hurt my ears a bit.

If your looking for good over the ear headphones there are legit a good deal!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews&sortBy=helpful"
"1574952107-1600","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Chris M","Perfect for my 3 year old","August 18, 2019","These are perfect for my 3 year old to use with his iPad. The sound is great for him since he doesn’t need it loud and they won’t break easy with how easy and smooth they move","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews&sortBy=helpful"
"1574952057-1369","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Brandon","Buy these","November 23, 2019","Because of the price, I had very low expectations of this headset. The thousands of overly  positive reviews made me a little suspicious, but my wireless headset was just about dead and I needed something, even if it was just temporary.

The sound quality is very impressive. They're not as comfortable as the $70 over-the-ear headset I have, but they're not uncomfortable and they're also not as hot. I tested out the mic by recording my voice and it sounds good to me. Don't try and hold the mic up to your mouth, it'll sound worse that way.

Note that if you have a laptop or computer with multiple audio ports you will need an adapter cable to use the mic. I bought the ""Headset Splitter Cable for PC"" and it lets the mic work just fine.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews&sortBy=helpful"
"1574952087-1506","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","S Y.","Great for working in a cubicle!","November 19, 2019","Work in a cubicle and got these headphones for minimizing noise and distractions. I sometimes put them on but don't even turn on the music just to drown out the office noise. But when I do have music on the sound is great too!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews&sortBy=helpful"
"1574952042-1297","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","That one guy","Small, Great Sounding , and Versatile Headphones for the Price","August 6, 2019","Good headphones for the price. These exceeded my expectations. For a brand I never heard of, I was surprised of the sound quality and details of the build. They are small and versatile when your on the go and have a long enough wire to extend comfortably. Near the headphone jack, there is some wire support so you won't find exposed wire anytime soon. The headband is on the smaller side, but you can adjust the sides to the height of your head.

Place with caution as some vital areas are made out of plastic they may break if sat on or squished. It would be great if it had a volume control, but I understand it may be because to keep the costs down. The microphone works no problem as I used it for a few phone calls.","5.0 out of 5 stars","",""
"1574952042-1298","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","M. Wall","White and gold Vogek Headphones","January 11, 2019","Nice looking head phones. Bought 2 pair of different cheap head phones along with these, these are my favorite. Best sound of the 3 on low output device's.....tested with Kindle. Best at high output too...tested with Onkyo home reciever. Bass hits hard on high output, shakes your head. I don't want to step on any toes, so i will just say headphones on the left side of the picture are my second favorite and ones on the very right are my very, very, least favorite.","5.0 out of 5 stars","",""
"1574952055-1360","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Joe","This is a great product for the price!","October 23, 2019","Pros:  Compact, small, good sound quality, has the ability to block out some sound, sound quality is very decent, and I like the fact that it does have some actual base, unlike my old pair. I almost forgot - Comfortable!  I have a relatively large head and these fit nicely on my head and over my ears.  You can't go wrong for this price.  I replaced two apple ear buds because I got tired of something being in my ear and was looking for something relatively inexpensive that could provide good quality and these compete for sure.  The 3.5mm jack is the best. its mesh like end provides the ability to grab on to and pull out of the 3.5mm port.  I constantly struggled with my old ear buds with these its much easier to unplug if you have to do a lot of that.

Cons:  I know I have a microphone.. the only thing I don't know on it is whether or not when i push the button if its on or off.  I would have liked to have a small red LED to identify when its on or off.

Overall:  Great product for the right price.

UPDATE:  Been using these for a solid week, noise canceling is better than I thought and the bass is actually really good.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews&sortBy=helpful"
"1574952079-1467","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","ShellySlaczka","Better Than Expected","September 8, 2019","I had purchased this to use with my laptop and IPad. I really don’t use headphones with those devices much so I wasn’t looking for anything expensive. I am was more than surprised and impressed by the quality of these. They are incredibly comfortable and the sound is great. This is definitely a great value.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews&sortBy=helpful"
"1574952094-1540","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","ClassicRock","High Quality Basic Headphones that Don't Need Charging","October 29, 2019","Going on a trip and not knowing where to find/charge batteries, makes this pair of headphones a no brainer.  Not wireless but corded and does a decent job of blocking some noise.  Very affordable, too.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews&sortBy=helpful"
"1574952057-1366","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Marine49","Great headphones!","October 26, 2019","These headphones are outstanding! They surpassed my expectations for comfort and sound quality. The folding aspect is great. It allows for easy  storage in the drawer of my computer desk when they aren't being used. Headphone construction and sound quality are better than higher priced ones I have owned. I highly recommend these if you're looking for quality headphones without draining your wallet . These are truly great headphones!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews&sortBy=helpful"
"1574952055-1353","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","John Hines","Inexpensive collapsible on-ear headphones with microphone that work on phone, tablet, or desktop.","October 6, 2019","Good inexpensive on-ear headphones that plug into your phone, tablet, or desktop.  And, they are inexpensive so my granddaughter can steal as many sets as she needs  The construction is sturdier than ear buds.  The set folds down to smaller than the size of your hand and I don't expect it to break when I unfold it

BTW:  I'm an old guy with bad ears (too many years standing up close to the band) so don't take my sound quality evaluation too seriously.  But, they are inexpensive and sturdy.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews&sortBy=helpful"
"1574952059-1374","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","TinyLittleTurtle","Definitely worth the money!","September 27, 2019","Bought these for my kids but i took the opportunity to try them first. They needed to have good clarity and range as they are being used exclusively for them to practice piano and guitar without driving me crazy. Haha. These are great for they money and are better quality than i expected. Added bonus that my boys haven’t destroyed they yet. I like the cushion on top as my youngest has long hair and didn’t want it to get tangled.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews&sortBy=helpful"
"1574952087-1510","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Pionus","Great headphones!","November 6, 2019","Wow! Love these! Bought two! The sound is very good. Big Bang for the buck! I love that there is metal on the end so it doesn’t break. Padding is good and padding on the top of the headband. I have fallen a sleep in these.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews&sortBy=helpful"
"1574952094-1532","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Ilene Holliday","Exactly what I was looking for","September 16, 2019","All I need is a way by which to listen to YouTube videos and other things on my Chromebook while my husband is watching TV.  These are comfortable, have good sound fill my need.  Also, the folding feature will be handy when we travel.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews&sortBy=helpful"
"1574952075-1441","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Katie Nelson","Decent for the price","August 12, 2019","These were pretty decent for being only $15. I used them on my phone and the phone calls were very clear. I could hear the person very good. Listening to music was ok. I thought the bass in them was too much even after fixing the equalizer on my controls. The sound was pretty good. They seemed to fit my head pretty good. They weren’t the tightest of headphones on me and I had it set the smallest it would go. I felt like they might slip off if I did a lot of moving around but they were comfortable.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews&sortBy=helpful"
"1574952100-1563","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Deborah Petersen","Really good sound quality!","September 23, 2019","These headphones deliver surprisingly good sound quality for the price. We are going to purchase another pair because we liked them so much! They are kind of large so keep this in mind if you have a smaller head.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews&sortBy=helpful"
"1574952062-1384","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Veronica Lee Hammer","Best On-Ear Headphones For The Price!","October 29, 2019","This is definitely a 5 start product, especially considering the price!

It isn't noise-canceling, but I didnt expect it to be.

The sound quality is A+ and the comfort and fit are superb.

I love that the base of the cord has a metal protector to prevent fraying and damage.

This is exactly what I was looking for!

I will definately purchase this again, as a gift.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews&sortBy=helpful"
"1574952051-1338","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Kelly","My son loves these!","August 9, 2019","So I had my gamer son review these for me and this is what he had to say:

They are lightweight and don't squeeze his head.
The sound quality is great as long as you don't turn them up too loud during gaming.  If you do it echos in the other person's ears.
He loves the fact they fold over and rest on your shoulders so he can turn his head and not feel like he's being smacked in the face by the pads.  They lay flat and he forgets he has them on.
The mic works great.
The cord is a good length.

He said he'd give them 5 stars if it weren't for the fact they aren't noise cancelling.

Great product and awesome price!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews&sortBy=helpful"
"1574952079-1463","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Chicka777","Perfect for long flights","July 14, 2019","I don’t like earbuds. Wedging them in my ears gross me out plus they start to irritate after a bit but I often fly so I wanted something so I can watch my shows or listen to music. These are perfect. Nothing fancy but they do the job. Plus they fold up to store very easily. Great purchase especially since they were so cheap!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews&sortBy=helpful"
"1574952089-1514","https://www.amazon.com/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Tech Whiz","Awesome headphones 🎧","October 23, 2019","So I was looking for a cheap pair of on ear headphones because I have about like 50 earbuds and I found these and I was like, these r amazing, they are extremely cheap, good sound quality, has phone remote, and is very easy to retract and store
I really recommend these vogek headsets :-)","5.0 out of 5 stars","Next page→","https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews&sortBy=helpful"
