web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1574952597-2738","https://www.amazon.com/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Michael","iPhone User Review","July 17, 2019","If you’re using an iPhone (like me) be aware that the app to customize how these work is only available for Android. That means Apple users are stuck with the out-of-the-box configuration. This may pose a problem for some.

The good:
The controls are fairly straight forward. I’ve listened to music and made phone calls. All were great sounding and clear. I’ve had people tell me how great the mic sounds.
They are comfortable. They ship with different sizes of inserts for a good fit.
They are sweat “proof.” I’ve heard this claim before and had other earbuds ruined by sweat. So we’ll see how these hold up in the long run. Airpods are not even sweat resistant. So they wouldn’t be my first choice for workouts.
They can work independently. You don’t need both buds in. They have the same configs right out of the box. So you can use just one if you need and not have to have a different set of controls.

The not-so-good:
You’re stuck with the configuration. The tap controls are easy. Play/pause, skip/reverse, answer/decline, etc. are all just tap sequences. Press and hold activates Siri.
There is no volume control on the buds. That is, unless you have an Android and can change the config. But, since this is a review for iPhone users, there is no volume control on the buds.
The quick-start directions are great for Android users. The case needs to be open and the buds inside it for it to pair. Some may already know this from other types of buds, but these are my first... and I had to Google it.

Are they good? Yes. Would I like them to be more Apple friendly? Yes. I’m going to keep them and just suffer through the volume control thing. The sweat-proofing and sound are more important to me.
You make the call for you. I didn’t see many iPhone reviews or information. So I wanted to share with others who may be looking.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews&sortBy=helpful"
"1574952558-2558","https://www.amazon.com/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","BigAl","Meh","March 29, 2019","I've got a iPhone SE, but hate the look and sound quality of the Apple wired earbuds, and since the wireless ones have the same concept, i opted for these instead. I use earbuds for the gym, listen to music and watch video's while working out, so i wanted something that had noise cancelling.. these do that, sorta.. it comes with 3 different size gel tips..i had to put in the large ones, and even then, i have a difficult time getting a seal..so i moisten them before inserting which kinda helps..inserting and removing these are kinda difficult too, since they're 'rounded'..making it hard to grasp with the fingers..once in the ear though, you don't feel them at all! It's quite remarkable..and they stay put very well too. I have had connection issues though even though they are Bluetooth 5.0 and my phone is always in my pocket or no more than 2 feet from me at all times.. i have to go to Bluetooth settings and 'disconnect' them after each use or to reset them while in use, which is a pain in the butt.. the case is smooth and rounded, making it difficult to grasp when in a gym bag.. the battery life is superb though..kudos Samsung for that.. however, there is only one LED to indicate if the earbuds are 'set' in the cases cradle..i'd prefer two LED's, one for each ear bud... how do i know they're both being charged with only one LED? My biggest complain, and something no reviewer addressed (and i watched a ton of video reviews before purchase), is that there is no iOS app for these.. I can't see battery status, change EQ settings, or anything that the Android app can do. Why release a product for one format but not the other? I was assured they are working on one, but couldn't guarantee when it will be available.. I registered them on the Samsung site, indicating my OS in hopes of an alert when the app is available..i was told to keep checking back on the website..Really? For a tech company, that seems pretty prehistoric to me.. without the app, you're get pretty decent sound, although my $19 Anker soundbuds sound better..been a musician my whole life so sound quality is pretty important.. music and quality sound can inspire .. these kinda just are ""Meh""...","3.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews&sortBy=helpful"
"1574952549-2517","https://www.amazon.com/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Jesus R.","So far So Good!","March 10, 2019","Just had them a couple hours and pairing them was easy. I love these, i have small ears and they fit great. The bass is good for me; i don't get why people criticized it.If you want to increase volume keep in mind that the buds have their own volume control. Fast shipping made these worth every penny. Will update review if anything changes.","5.0 out of 5 stars","",""
"1574952591-2707","https://www.amazon.com/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Lexy Zorotrian","Tapping sucks overall great","May 7, 2019","I love these little things! I’m 100% and apple user. But I just can’t stand the apple pods since they’re so uncomfortable. So I got these and I definitely don’t regret it. The case is small and cute.  Comes with different size rubber pieces. People hear me when I talk with them. Only thing I really struggle with is the whole tapping thing. Tap once to pause, tap twice to skip. It only works half the time. I’ll tap twice to skip my song and it only registers one tap so my music will stop. Really bugs me, but I have an Apple Watch so I can just skip my songs that way no big deal","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews&sortBy=helpful"
"1574952597-2731","https://www.amazon.com/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","David","The buds are cool but they started to buzz a little","October 29, 2019","I took a chance with a 3rd party because I wanted the Buds and that bit me in the ass. They charged $127 and bought these things in Latin America so they could pocket more $$$$$.  When I noticed some slight buzzing noises after weeks of listening to music at high volumes, I tried to register them on Samsung's site but was told the Serial No. was invalid or from another country. The seller (ARZ Technologies) made sure to mention COMES WITH WARRANTY but forgot to mention its valid in Latin america only. Anyway, cool buds, too bad I cant fix them. ARZ doesnt seem to give a F*** though.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews&sortBy=helpful"
"1574952582-2665","https://www.amazon.com/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Angel Cotto","Great buds, for the most part.","March 24, 2019","They're great for the most part, but whenever I put them in my pocket for a walk it starts skipping uncontrollably, also after a while of skipping tracks with the touch pads they go crazy skipping to the point that I have to disconnect them and reconnect for them to work properly again. I have a Galaxy S9+","3.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews&sortBy=helpful"
"1574952579-2655","https://www.amazon.com/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Ryan C.","Fantastic Wireless Earbuds","March 17, 2019","Pros:
-seamless connectivity with my Note 9 running One UI
-Wireless charging
-Small form factor
-No ""master bud"" trait (where one bud is dominant, and if it dies the other one can't be used)

Not really a con, the sound quality is better than the airpods (first gen at this time), but not quite as rich as the Bose Sound Sports.  But the Bose make me feel like I'm wearing satellite dishes, and I haven't finished playing with my eq setting for the Samsung's yet.

Edit: After about a week of tweaking eq settings and trying different ear-tips and wings, these buds sound just as good as the Bose' if not better.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews&sortBy=helpful"
"1574952582-2661","https://www.amazon.com/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Ejtsecond","Premium Sound","May 2, 2019","I tested the new Samsung Galaxy Buds for an extensive period. I wanted to test the functionality of the headphones at home, work, and in between. I was really surprised at the sound quality. I did not expect such a broad range of sound from such a little device. The paring process was really simple while using the Galaxy S10. My phone recognized the buds as soon as I opened the charging case. Then I opened the Galaxy Wearable app and I was notified of an update for the buds immediately. I must say that the Galaxy buds are comfortable and stay in ear while walking, jogging or running. I didn’t experience the normal ear soreness from extended usage as with some other headphones. While listening to music, the Galaxy buds did a good job of removing background noise. I couldn’t hear much of my surroundings at all. Then, I tested the Ambient Aware feature while at work, and this was really useful. Most people did not recognize that I even had headphones in. The Ambient Aware feature allowed me to hear my surroundings by using the built in mic on the headphones. Portability is also a big plus. Being able to pop the Galaxy buds in and out and having a charging case is a useful tool to have. The charging case is vital at work too. I can get about 5 hours of music listening before having to charge the buds. The coolest feature is having the ability to charge the case and the Galaxy buds. I can get through a whole 9 hour office day having to charge the buds for a few minutes a day. Overall, I recommend the Galaxy Buds for anyone who wants a premium sound from affordable headphones.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews&sortBy=helpful"
"1574952591-2704","https://www.amazon.com/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Nizo","Sweeeeet","May 22, 2019","I have to admit, I was a little worried based on some of the negative reviews, but so far they have been great. Samsung has updated the software twice in the last week. Gets plenty loud without blaring and I love the fact I can use one bud if I want instead of both. I have been wearing one under my headset at work  and it has been comfortable throughout the day. Nobody knows I have it in! 😁

Battery life has been great for me running them at about 70% max volume. All in all I am quite pleased. Should also mention I've gotten no complaints on my sound quality during the calls I've taken on them.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews&sortBy=helpful"
"1574952558-2556","https://www.amazon.com/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Ryan","These are great when paired with a Galaxy phone.","June 7, 2019","As a Galaxy phone owner I pulled the trigger on these despite reading some complaints and I am happy to report these are great ear buds. They are very comfortable, the sound is good once you use the right settings, and the battery life is great.

One thing I want to say is that I honestly believe many of the complaints about poor volume and Bass are due to operator error by not using the right settings on your phone. Low volume is easily fixed by enabling ""media volume sync"" on your phone. As for the bass, I use the Samsung music app. Once I enabled the Dolby Atmos feature it gave my music much richer sound and deeper bass. So the pro tip is use the equalizer on your phone not the buds. Also using the right sized rubber bud fittings is key to good sound. If these aren't in your ear enough just push them in a bit, the difference in sound quality is huge.

One complaint I do have is the ambient noise feature. It amplifies everything a little too much. A light breeze that would normally not be noticeable will sound like constant wind whistling in your ears with the ambient noise feature on. Its very annoying so I leave it disabled.

Other than that these are great buds. I strongly recommend them for Samsung Galaxy phone owners. I have had ZERO connectivity or dropped connection issues that others reported with non Galaxy phones.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews&sortBy=helpful"
